NUTS_ID,NAME_LATN,AREA_TOT_2024,POP_TOT_2023,POP_09_RT_2023,POP_024_RT_2023,POP_65P_RT_2023,POP_80P_RT_2023,LIFE_EXP_2022,HIGH_EDU_2023,UNEMP_25P_2023,UNEMP_LT_25P_2023,GDP_CAP_PPS_2022,INC_PPS_2021,AREA_ART_RT,AREA_CUL_RT,AREA_BOI_RT,zone
FRI3,Poitou-Charentes,25967,1834080,9.348284,26.17503,26.498517,7.5704986,81.9,36.6,5.5,27.5,29000,18500,5.791966726999654,50.08279739669581,19.039550198328648,EU27
FRJ1,Languedoc-Roussillon,27643,2941209,10.089184,27.35678,24.662443,6.8616681,82.1,38.9,7.9,25.4,26800,16500,5.476974279202691,10.885215063488044,45.52689650182686,EU27
FRJ2,Midi-Pyrénées,45603,3168890,10.040456,27.57508,22.805967,6.7455481,83,46.3,5.3,32.7,31000,18000,4.328662587987632,28.309541038966735,34.75867815713878,EU27
FRK1,Auvergne,26172,1368219,9.603287,26.55978,25.604307,7.3926762,82,34.9,5.8,33.3,28800,19100,4.287024300779459,16.05150542564573,32.10301085129146,EU27
FRK2,Rhône-Alpes,44962,6827323,11.444354,30.10013,19.935207,5.7758656,83.7,46.9,5.3,18.7,35200,19300,6.1674302744539835,13.907299497353321,41.27040612072417,EU27
FRL0,Provence-Alpes-Côte d’Azur,31839,5173952,10.342829,26.98388,24.201461,7.2791166,82.8,42.1,6,27.1,36700,19000,5.807343195452119,9.620277018750588,52.002261377555826,EU27
FRM0,Corse,8726,352851,9.426642,24.7759,24.857801,7.2529198,82.9,32.5,5.2,62.2,26800,17300,3.43800137520055,1.8794407517763008,55.40912216364886,EU27
FRY1,Guadeloupe,1685,410013,10.587713,28.55812,21.613705,5.3929997,80.2,27.5,17.1,61.8,23300,14000,,,,EU27
FRY2,Martinique,1108,353444,9.57634,25.71808,23.697106,6.3039689,80,29.2,9.5,51.1,24900,15900,,,,EU27
FRY3,Guyane,83751,292892,21.099586,48.16963,6.746173,1.1891755,78.6,23.7,12,41,14300,10000,,,,EU27
FRY4,La Réunion,2504,880766,13.776644,34.6789,14.368175,3.1099066,80,24.4,16.6,49.2,22600,15800,,,,EU27
FRY5,Mayotte,367,309901,30.408098,60.22181,2.649233,0.436591,74.3,,24.8,86.3,10600,6800,,,,EU27
HR03,Jadranska Hrvatska,24705,1297987,8.888764,23.70671,24.157099,6.0390435,78.6,28.7,4.9,30.3,24900,11600,2.509613438575187,5.6871078729002225,53.345476624165144,EU27
HR04,Kontinentalna Hrvatska,31889,2684363,9.507842,25.53742,20.356599,5.1975459,77.9,21.8,13.5,69,,,3.653297375270469,25.115243500893726,44.049672300793375,EU27
HU11,Budapest,525,1671004,8.252344,22.6857,21.152912,5.2309869,78.1,56.4,1.9,31.6,56100,18900,55.61904761904762,14.095238095238095,17.142857142857142,EU27
HU12,Pest,6391,1328790,11.160228,27.3372,17.857901,3.6811686,76.7,33.4,2.8,45.2,23100,12600,6.024096385542169,35.94116726646847,35.65952120168988,EU27
HU21,Közép-Dunántúl,11086,1059399,9.598083,24.33238,20.61197,4.3975877,75.8,22.9,1.8,36.5,25000,12300,4.429009561609236,44.92152264116904,26.970954356846473,EU27
HU22,Nyugat-Dunántúl,11328,982924,9.148113,23.57486,20.946584,4.4056305,76.9,23.1,2.3,26.8,24100,11500,3.972457627118644,41.79908192090395,34.01306497175141,EU27
HU23,Dél-Dunántúl,14197,858675,8.995021,23.82205,22.736775,4.9562407,75.8,22.1,5.2,37.1,18500,10400,2.866802845671621,42.727336761287596,32.38008029865465,EU27
HU31,Észak-Magyarország,13426,1093790,10.538677,26.46148,20.427047,4.4354035,74.1,20.2,5.5,42.6,17600,9400,3.0165350811857587,30.619693132727544,37.203932667957694,EU27
HU32,Észak-Alföld,17723,1405012,10.616279,27.13621,19.341543,4.0410331,75,21.4,5.9,40.3,17700,10000,3.960954691643627,49.26366867911753,15.984878406590305,EU27
HU33,Dél-Alföld,18336,1200150,9.274757,24.22206,22.172645,4.9215515,75.5,22.2,4,38.3,19600,10900,3.3213350785340316,51.60340314136126,17.511998254799302,EU27
IE04,Northern and Western,25796,930208,12.453021,32.07218,17.038555,4.0082433,82.5,52,3.1,39.4,37300,15200,2.8182663978911457,0.5233369514653434,14.909288261746006,EU27
IE05,Southern,29685,1741180,11.823419,31.46981,16.485659,3.8215463,82,50.4,3.3,33.3,101200,16600,5.069900623210375,6.902475997978777,14.448374599966312,EU27
IE06,Eastern and Midland,14466,2600007,12.241044,31.96657,13.652886,3.2045298,83,58,3.5,30.6,87600,17500,5.018664454583161,11.288538642333748,12.069680630443798,EU27
ITC1,Piemonte,25387,4251351,7.217659,20.99526,26.388553,8.8098818,82.6,20.9,5.3,53.8,35700,20800,6.34576751880884,26.5962894394769,38.94119037302556,EU27
ITC2,Valle d'Aosta/Vallée d'Aoste,3261,123130,7.263867,21.94347,24.953301,7.9582555,82.4,20.8,3.2,44.3,45700,19300,2.5145660840233055,0.21465808034345293,30.021465808034346,EU27
ITC3,Liguria,5416,1507636,6.53679,19.47373,28.873282,10.330345,82.8,23.5,5.2,51.3,37200,20100,4.449778434268833,6.628508124076809,75.25849335302807,EU27
ITC4,Lombardia,23864,9976509,7.936333,22.64297,23.320081,7.608874,83.4,23.5,3.3,45.4,46000,22500,10.819644653033858,32.32903117666778,30.854006034193766,EU27
ITF1,Abruzzo,10833,1272627,7.365159,21.22169,25.279599,8.0469768,82.6,22.2,7.3,65.5,28300,16200,5.123234561063417,19.97599926151574,40.32124065355857,EU27
ITF2,Molise,4461,290636,6.729036,20.20397,26.451988,8.5897824,82.2,21.9,8.8,62.9,25800,15100,4.348800717327953,35.799148173055364,42.21026675633266,EU27
ITF3,Campania,13670,5609536,8.622514,25.17351,20.490001,5.5345041,81.1,17.8,15.8,69.5,22200,13400,10.373079736649597,38.083394294074616,35.3474762253109,EU27
ITF4,Puglia,19541,3907683,7.589229,22.7911,23.810452,7.1080228,82.8,17.5,10,62.9,22900,14400,6.64756153728059,63.9987718131109,9.851082339696024,EU27
ITF5,Basilicata,10073,537577,6.98765,21.31639,24.872902,7.8444576,82.2,19.7,6.5,55.9,29500,14600,3.514345279459943,32.790628412588106,33.43591780005957,EU27
ITF6,Calabria,15222,1846610,8.134473,23.08295,23.57038,6.9814958,81.8,19,14.2,71.1,20300,13400,5.4329260281171985,27.039810800157664,43.345158323479176,EU27
ITG1,Sicilia,25833,4814016,8.400346,23.91922,22.855553,6.6197744,81.5,16.8,13.9,68.2,21000,14000,5.725235164324701,41.16827313900824,12.8130685557233,EU27
ITG2,Sardegna,24106,1578146,6.206143,19.08645,26.241108,7.8715784,82.1,18.6,9.1,53,25000,15700,4.095435684647303,16.141078838174273,35.3941908713693,EU27
ITH1,Provincia Autonoma di Bolzano/Bozen,7398,534147,10.088983,26.48653,20.276628,6.6455489,83.7,18.9,1.7,29.4,56900,24100,2.3519870235198703,4.041632873749662,46.63422546634226,EU27
ITH2,Provincia Autonoma di Trento,6207,542996,8.415347,23.99392,23.235162,7.345358,84.4,23.5,3,21.6,46100,20100,2.9160625100692767,4.494925084581924,62.28451748026422,EU27
ITH3,Veneto,18407,4849553,7.602061,22.21075,24.096303,7.7287329,83.5,20.5,3.5,43.4,38700,19700,9.355136632802738,41.46791981311458,28.28815124680828,EU27
ITH4,Friuli-Venezia Giulia,7862,1194248,6.973091,20.51123,26.909821,9.0616857,83.1,22,4,45.7,37600,20700,5.380310353599594,26.3037395064869,48.19384380564742,EU27
ITH5,Emilia-Romagna,22508,4437578,7.655144,21.75157,24.487434,8.2860065,83.4,23.7,4.2,42.4,41600,21800,8.475482118202466,41.07246247717454,34.24486705562731,EU27
ITI1,Toscana,22988,3661981,7.067077,20.82722,26.197869,8.8566544,83.4,22.4,4.5,40.5,36500,19200,5.79867757090656,24.377936314598923,49.31703497476945,EU27
ITI2,Umbria,8464,856407,7.081446,20.95219,26.748614,9.1708732,83.5,23.8,5.3,38.9,29500,18200,5.1866729678638945,30.80103969754253,46.95179584120983,EU27
ITI3,Marche,9340,1484298,7.237091,21.35744,25.913732,8.8302349,83.4,23.2,4.5,44,32200,18700,7.2226358897989575,40.3254972875226,38.78310817998085,EU27
ITI4,Lazio,17232,5720536,7.723787,22.06293,23.091473,7.3045428,83.2,28.4,6.4,55.5,38800,19300,7.689182915506035,34.00069637883008,36.345171773444754,EU27
LT01,Sostinės regionas,9730,848724,11.096776,25.71201,17.311988,4.6112753,76.5,62,4.6,36.8,47000,21400,2.3843782117163412,19.116135662898255,52.219938335046244,EU27
LT02,Vidurio ir vakarų Lietuvos regionas,55554,2008555,9.109086,23.88941,21.146297,6.0610738,75.6,39.4,7.2,35.5,25200,15500,2.088058465637038,34.292760197285524,36.76242934802175,EU27
LU00,Luxembourg,2595,660809,10.537084,26.9335,14.863599,3.9263993,83,51.9,4.1,39.4,90900,28000,7.4373795761079,21.772639691714836,34.836223506743735,EU27
LV00,Latvija,64594,1883008,10.606699,25.65756,20.97272,6.0207923,74.5,39.2,6,30.5,25700,12200,1.7387669154305885,15.416653763973617,54.696064162512,EU27
MT00,Malta,316,542051,8.448467,22.53755,18.586812,3.9492594,82.4,32.9,2.5,25.9,36800,,27.531645569620256,28.79746835443038,3.79746835443038,EU27
NL11,Groningen,2405,596075,8.662668,28.73497,20.753764,4.8758965,80.9,43.9,3,18.6,46900,18500,9.106029106029107,38.62785862785863,4.8232848232848236,EU27
NL12,Friesland (NL),4010,659551,9.627155,27.39864,22.743958,5.5549912,81.6,37.4,3,28.8,33100,18600,5.1788841631223415,10.883162371778834,6.329747310482863,EU27
NL13,Drenthe,2680,502051,9.157436,25.86331,24.438951,5.9637368,80.8,35.4,2.1,41.3,31500,19000,6.492537313432837,35.59701492537313,19.850746268656717,EU27
NL21,Overijssel,3421,1184333,10.087281,28.85227,20.345207,4.985591,81.4,39.4,2.2,26.3,38600,18900,9.763227126571177,21.10494007600117,16.25255773165741,EU27
NL22,Gelderland,5137,2133708,9.844224,27.74766,21.31182,5.0989639,81.6,41.8,2.3,21.5,38400,19500,11.913568230484719,15.943157484913373,26.240996690675487,EU27
NL23,Flevoland,2413,444701,11.932287,30.82296,15.189532,2.7870412,81.7,37.9,3.1,29.6,33600,19000,4.5171985080812265,32.076253626191466,12.971404890178201,EU27
NL31,Utrecht,1449,1387643,10.928027,29.28023,17.820217,4.3088172,82.1,56.4,2.4,14.5,56400,21400,18.357487922705314,6.004140786749482,17.598343685300208,EU27
NL32,Noord-Holland,3403,2952622,9.881827,27.10035,18.654064,4.4879433,81.8,50.7,2.8,23.1,59400,21200,16.544225683220688,11.519247722597708,9.991184249191889,EU27
NL33,Zuid-Holland,3247,3804906,10.464122,28.48055,18.746692,4.5848964,81.7,45.2,2.7,21.1,44900,19400,23.52941176470588,15.029257776408993,9.485679088389283,EU27
NL34,Zeeland,1935,391124,9.59082,25.73711,24.579673,6.2696229,82,29.8,1.5,28.1,39200,19100,10.69767441860465,54.88372093023256,5.219638242894057,EU27
NL41,Noord-Brabant,5082,2626210,9.559822,26.73945,21.033352,5.1327959,81.8,42.6,2.2,18.6,46900,20000,17.060212514757968,24.399842581660764,21.271153089334906,EU27
NL42,Limburg (NL),2209,1128367,8.240581,24.10749,24.960319,6.2624128,81.7,36.9,2.4,19.2,41200,19000,17.51923947487551,27.116342236306025,19.646899049343595,EU27
PL21,Małopolskie,15183,3319305,10.846759,26.61524,18.293137,4.3332866,78.5,40.5,1.8,39.4,25000,13600,4.2284133570440625,19.90383982085227,41.329118092603565,EU27
PL22,Śląskie,12333,4245283,9.375794,23.66167,21.035983,4.6843285,76.6,36.6,2.1,31.6,29600,15400,8.059677288575367,22.135733398199953,41.911943566042325,EU27
PL41,Wielkopolskie,29826,3444228,10.624064,26.46137,18.35857,3.6169789,77.3,33.6,2.1,43.7,29800,14700,4.137329846442701,49.13163012137062,30.560584724736806,EU27
PL42,Zachodniopomorskie,22443,1589049,9.127346,23.57083,21.177824,4.0945245,76.7,36.8,1.8,26,23100,13900,2.4194626386846676,27.741389297331015,42.859688989885484,EU27
PL43,Lubuskie,13988,952793,9.485481,24.68626,20.12011,3.7961026,76.5,31.1,1.7,21.9,23000,12400,2.7881040892193307,20.174435230197314,56.033743208464394,EU27
PL51,Dolnośląskie,19947,2813919,9.466193,23.37,20.77295,4.2785169,76.7,39.7,2.5,32.8,31600,14900,3.9053491753145835,39.00837218629368,35.80989622499624,EU27
PL52,Opolskie,9412,896370,9.198322,23.2944,21.027031,4.9725002,77.5,30.1,2.7,34,22400,12800,2.071823204419889,52.433064173395664,33.3510412239694,EU27
PL61,Kujawsko-pomorskie,17972,1943197,9.66675,25.0374,20.115253,4.1341665,76.8,31.1,3,42.8,23100,12800,3.4275539728466504,51.84175383930558,28.054751836189627,EU27
PL62,Warmińsko-mazurskie,24011,1303380,9.650447,25.35454,19.588071,3.9800365,76.4,31.2,2.1,33.9,19600,12400,3.0777560284869434,26.442047394943984,36.71234017741868,EU27
PL63,Pomorskie,18170,2295745,10.903389,26.60339,18.447127,3.8832274,77.4,42.4,1.5,28.5,28200,14000,3.3847000550357733,30.720968629609246,40.676940011007154,EU27
PL71,Łódzkie,18219,2343021,9.147549,23.64631,22.037148,4.6830993,76.1,33.5,3.1,34.4,26500,14400,4.204401997914265,46.11669136615621,29.661342554476093,EU27
PL72,Świętokrzyskie,11709,1133097,8.812749,23.72983,22.529404,5.0062793,77,33.7,3.1,32.3,19600,12400,3.5699034930395426,30.292937056964732,41.33572465624733,EU27
PL81,Lubelskie,25123,1948400,9.501129,25.18856,21.074677,4.7902381,77.3,34,3.1,39.3,19200,12300,2.6151335429685942,44.907057278191296,30.183497193806474,EU27
PL82,Podkarpackie,17846,1962332,10.303914,26.40853,19.27151,4.5157496,78.5,32.9,3.1,34.9,19100,11300,2.9418357054802198,16.860921214838058,49.76465314356158,EU27
PL84,Podlaskie,20187,1083854,10.105974,25.26521,20.052516,5.0674722,77.9,36,2.2,39.9,20800,11900,3.14558874523208,29.94996780106009,35.418833903006885,EU27
PL91,Warszawski stołeczny,6104,3269510,10.950509,25.45706,18.283902,4.4156158,78.8,62,1.6,21.1,57200,21100,9.84600262123198,13.51572739187418,40.72739187418086,EU27
PL92,Mazowiecki regionalny,29455,2210253,10.295292,26.62044,19.539211,4.1938185,76.3,32.2,2.4,33.7,25900,13900,3.0011882532676966,39.667289085044985,29.5331862162621,EU27
PT11,Norte,21287,3631502,7.698082,22.66718,23.396325,6.3757641,82.5,26.4,6,46.2,23900,12900,9.414196457932071,18.020388030253205,28.909663174707568,EU27
PT15,Algarve,4997,472000,8.804025,23.49237,24.155932,6.6633475,80.8,25.2,4.5,47,31700,17900,6.0036021612967785,16.089653792275367,29.41765059035421,EU27
PT16,Centro (PT),28200,2256441,7.484707,21.63912,27.399741,8.6104622,82,28.8,4.4,36.5,23900,13800,6.925531914893616,13.602836879432626,41.99645390070922,EU27
PT17,Área Metropolitana de Lisboa,3015,2899670,9.346926,25.15435,22.104619,6.3454807,81.7,39.8,5.9,45.3,36100,16900,18.938640132669985,17.446102819237147,28.059701492537314,EU27
PT18,Alentejo,31604,714552,7.909012,22.31062,26.874181,8.8241304,80.3,22.8,4.8,41.5,25800,14400,2.7812935071509934,17.43450196177699,44.874066573851415,EU27
PT20,Região Autónoma dos Açores,2322,239942,9.095948,26.28885,17.031616,4.0251394,78,17.2,5.2,60.8,25000,14400,,,,EU27
PT30,Região Autónoma da Madeira,801,253259,7.703971,23.78869,20.592358,5.3040563,79.3,23.7,4.9,56.7,28100,13600,,,,EU27
RO11,Nord-Vest,34160,2531913,10.740693,27.35524,18.42666,3.8677474,75.3,17.2,2.1,30.9,24700,12400,2.5146370023419204,21.642271662763466,38.99590163934426,EU27
RO12,Centru,34092,2280856,10.957246,27.61779,19.806818,4.2182847,75.5,18.1,3.6,70.3,25200,12300,2.534318901795143,15.510970315616568,47.53607884547694,EU27
RO21,Nord-Est,36853,3224213,11.819877,30.74003,18.481502,4.4713237,74.6,13.6,4.7,44.3,16300,9800,2.7026293653162567,33.020378259571814,34.629473855588415,EU27
RO22,Sud-Est,35774,2353162,9.854825,26.25416,21.056561,4.6321078,74.4,13.7,8,29.3,21400,10700,2.7086711019175937,48.88746016660144,16.89215631464192,EU27
RO31,Sud - Muntenia,34467,2841139,9.504392,25.49354,21.155002,4.9695562,74.6,12.6,6.2,37.9,20200,10300,3.6643746192009745,50.65424899178925,22.975599849131054,EU27
RO32,Bucureşti - Ilfov,1804,2290125,10.790983,25.1488,17.788767,3.8882157,76.6,39.4,2.4,61,62900,22700,16.518847006651885,41.07538802660754,15.24390243902439,EU27
RO41,Sud-Vest Oltenia,29206,1861680,9.102638,24.66686,21.194244,4.8799471,75.5,16.5,7.9,32.3,20300,10100,2.475518729028282,31.486680819009795,35.84195028418818,EU27
RO42,Vest,32042,1671460,9.921027,25.2307,20.440094,4.133512,75,19.4,2.5,59.7,27700,13600,2.5528993196429686,24.742525435366083,44.76936520816429,EU27
SE11,Stockholm,7153,2440027,11.779993,28.87062,16.395802,4.267002,84,58.8,5,31.8,56700,21500,8.248287431846778,8.555850692017335,58.73060254438697,EU27
SE12,Östra Mellansverige,43154,1763645,11.399516,29.41408,21.092567,5.7401008,82.9,45.7,7.1,31.1,36500,17400,2.8317189600037076,12.054502479492053,58.95861333827687,EU27
SE21,Småland med öarna,35879,882332,11.356723,28.68988,22.90249,6.4604933,83.5,42.7,4.9,28,36400,17200,2.6784470024248166,6.184676273028791,66.69639622063045,EU27
SE22,Sydsverige,14341,1573064,11.596095,29.17396,20.222127,5.5924616,82.7,50,7.2,34.5,35900,17900,5.4319782441949656,26.364967575482883,44.23680357018339,EU27
SE23,Västsverige,34465,2101461,11.417533,28.69537,20.297831,5.5250133,83.2,48.5,5.3,26.5,40900,18500,3.600754388510083,11.327433628318584,51.6553024807776,EU27
SE31,Norra Mellansverige,71640,859620,10.635979,26.98809,24.929736,6.7817175,82.7,40.5,5.4,36.5,35000,17200,1.9067560022333891,1.9109436069235062,72.33668341708542,EU27
SE32,Mellersta Norrland,76709,375935,10.586671,26.99376,24.550787,6.5772008,82.2,41,4.4,20.1,38500,17300,0.8656089898186654,0.5566491545972442,66.91131418738348,EU27
SE33,Övre Norrland,164083,525472,10.516069,27.71946,23.169075,6.2593249,82.3,47,3.9,18,45500,17800,0.7093970734323483,0.28948763735426586,60.00499747079222,EU27
SI03,Vzhodna Slovenija,12433,1107885,9.374619,23.42355,22.012122,5.5372173,80.6,30,3.2,46.6,25800,16800,4.5121853132791765,13.818064827475268,60.98286817340948,EU27
SI04,Zahodna Slovenija,7840,1009087,9.790633,25.68857,20.794936,5.8366623,82.2,38.2,3.1,38.5,38600,17400,4.0688775510204085,6.428571428571428,65.38265306122449,EU27
SK01,Bratislavský kraj,2053,728370,11.802243,24.56595,18.108654,3.5311723,79.1,51.2,2.1,41.8,51900,19200,4.578665367754506,33.36580613735996,43.643448611787626,EU27
SK02,Západné Slovensko,14992,1806944,9.562388,23.36121,19.259866,3.6977903,77.1,24.2,3.3,52,23100,11600,4.942636072572038,51.06723585912487,30.5696371398079,EU27
SK03,Stredné Slovensko,16263,1305883,10.338598,25.72099,17.923428,3.4189893,76.7,26.5,5.2,74.8,21300,12200,2.4349750968456,13.07876775502675,54.9714074893931,EU27
SK04,Východné Slovensko,15727,1587595,11.965709,29.47597,16.068078,3.1398436,76.4,25.4,8.8,73.6,18400,10900,2.85496280282317,19.23443759140332,50.98238697780887,EU27
CH01,Région lémanique,8717,1701827,10.298932,26.95779,17.451128,5.1423558,84,45.4,5.5,38.8,46300,,,,,EFTA
CH02,Espace Mittelland,10061,1918746,9.903447,25.02192,20.612056,5.7641293,83.2,42,3,36.5,43400,,,,,EFTA
CH03,Nordwestschweiz,1958,1202435,9.996549,24.58686,19.899537,5.7208082,83.9,46.3,3.4,33.2,50900,,,,,EFTA
CH04,Zürich,1728,1579967,10.326102,24.78197,17.275741,5.1480822,83.9,57,3,32.9,58100,,,,,EFTA
CH05,Ostschweiz,11529,1217015,10.076458,25.13141,20.03336,5.4658324,83.2,40.1,2.7,32,41700,,,,,EFTA
CH06,Zentralschweiz,4482,841372,10.044071,25.01854,18.970562,5.2204019,83.8,45.8,2.5,24.8,46400,,,,,EFTA
CH07,Ticino,2812,354023,7.968409,22.84682,23.583214,7.6161718,84.6,41.9,5.5,47.9,50400,,,,,EFTA
IS00,Ísland,102679,387758,11.718907,31.15551,15.033088,3.4488005,82.1,44,2.6,11.9,,,,,,EFTA
LI00,Liechtenstein,160,39677,9.544572,24.6062,19.646143,4.6147642,83.9,,,,,,,,,EFTA
NO01,Oslo og Akershus,5371,1326682,11.835994,29.30423,14.220665,3.4559148,83.8,53.5,4.1,27,,,,,,EFTA
NO02,Hedmark og Oppland,52072,373628,9.188819,26.20896,23.386095,5.8028306,81.6,39.8,3.3,42.8,34400,18900,,,,EFTA
NO03,Sør-Østlandet,36598,1011472,10.615815,28.43845,19.623578,4.7218312,82.7,37.2,3.4,35.7,,,,,,EFTA
NO04,Agder og Rogaland,25776,787123,12.420041,31.92551,16.04692,3.8474292,83,39.9,3.9,22.4,,,,,,EFTA
NO05,Vestlandet,49081,905335,11.447254,30.46066,18.181778,4.7044464,83.6,43.2,3,31.9,,,,,,EFTA
NO06,Trøndelag,42202,478470,10.536711,29.41522,18.794491,4.6103204,82.6,48.3,2.5,21.6,39500,19500,,,,EFTA
NO07,Nord-Norge,112981,483536,9.748602,27.36921,20.919022,5.1464627,81.9,42.5,2.7,31.2,38700,19600,,,,EFTA
AL01,Veri,10820,771020,11.256388,30.75225,16.59931,3.3569817,77.3,,,,8200,,,,,CC
AL02,Qender,4967,1177987,10.704023,29.08648,15.988971,3.6278838,78.9,,,,12300,,,,,CC
AL03,Jug,13004,812778,8.918179,28.51972,16.998984,2.6974155,76.2,,,,9300,,,,,CC
ME00,Crna Gora,13882,616695,11.733677,30.11424,16.383626,3.2150415,73.8,25.6,15.9,81,17600,,,,,CC
MK00,Severna Makedonija,25437,1829954,10.972024,28.23809,17.66793,3.1288218,73.2,23.2,14.7,76.8,14100,,,,,CC
RS11,Beogradski region,3249,1683033,10.209247,24.92114,20.265675,4.3000345,76.3,42.2,6.2,38.2,24600,,,,,CC
RS12,Region Vojvodine,21376,1738651,9.77459,24.86652,21.690667,4.1600643,74.5,23.6,7.9,33.7,15700,,,,,CC
RS21,Region Šumadije i Zapadne Srbije,26529,1816449,9.293407,24.71448,23.034999,4.423741,75.5,19.4,8.7,46.6,10500,,,,,CC
RS22,Region Južne i Istočne Srbije,26082,1403064,8.81927,23.62743,23.741326,4.6942264,74.7,22.3,11.3,51.6,11100,,,,,CC
TR10,Istanbul,5340,15907951,13.494855,35.29539,7.611703,1.359094,79.6,30,7.5,25.8,38700,,,,,CC
TR21,"Tekirdag, Edirne, Kirklareli",18839,1926512,12.170856,31.99368,12.043216,2.1316763,78.4,22.8,6.6,16,29700,,,,,CC
TR22,"Balikesir, Çanakkale",24067,1816973,10.327231,28.60241,16.361498,3.1696674,78.5,25.4,5.2,24.5,21600,,,,,CC
TR31,Izmir,11802,4462056,11.567201,30.71441,12.401861,2.2660854,79.2,29.5,10.3,29.9,29500,,,,,CC
TR32,"Aydin, Denizli, Mugla",32027,3252758,11.805705,31.23054,13.314055,2.6214062,79.5,25.2,6.6,26.7,20900,,,,,CC
TR33,"Manisa, Afyonkarahisar, Kütahya, Usak",45351,3171989,12.440176,33.53284,12.581538,2.3185137,77.9,18.1,6.2,20.6,20000,,,,,CC
TR41,"Bursa, Eskisehir, Bilecik",29108,4330010,13.058861,33.75775,10.646904,1.8983559,78.8,25.3,6.9,17.3,25700,,,,,CC
TR42,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",20216,4181440,13.951199,35.84313,9.80655,1.6798997,78.8,24,7.5,22.9,31500,,,,,CC
TR51,Ankara,25460,5782285,12.742125,34.43013,9.60494,1.7218626,79.9,33.9,9.4,25.8,31100,,,,,CC
TR52,"Konya, Karaman",49547,2557185,14.793376,38.97231,10.29421,1.858137,79.2,21.9,4.9,18,19100,,,,,CC
TR61,"Antalya, Isparta, Burdur",36562,3407128,12.751678,33.86224,10.478884,1.9062976,79.9,28,6.5,24.2,23900,,,,,CC
TR62,"Adana, Mersin",29251,4190538,14.970608,37.63913,9.714051,1.599723,78.6,21.5,9.2,26.3,20000,,,,,CC
TR63,"Hatay, Kahramanmaras, Osmaniye",23297,3422884,16.918277,42.09932,8.598772,1.5256433,79,20.4,13.4,20.1,15700,,,,,CC
TR71,"Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir",31862,1630050,13.500261,37.108,11.613447,2.1455784,78.7,20.4,6.9,37.4,17700,,,,,CC
TR72,"Kayseri, Sivas, Yozgat",59782,2494889,13.562728,37.04994,11.501434,2.0927584,79.1,22.3,7.2,25.2,17500,,,,,CC
TR81,"Zonguldak, Karabük, Bartin",9538,1043919,9.872413,30.80249,14.673169,2.5228969,79.1,20.3,8.6,32.3,18700,,,,,CC
TR82,"Kastamonu, Çankiri, Sinop",26497,794680,10.247647,29.48986,19.023884,3.8892384,79.2,18.9,4,26.8,16700,,,,,CC
TR83,"Samsun, Tokat, Çorum, Amasya",38003,2827339,11.791511,32.73148,14.296517,2.6931684,79.1,20.9,7.5,25.7,14000,,,,,CC
TR90,Trabzon,35058,2690038,11.30787,31.32041,15.302981,3.3544879,80.7,22,6.7,33.6,13200,,,,,CC
TRA1,"Erzurum, Erzincan, Bayburt",40818,1073218,14.880201,40.76068,10.547531,2.1210975,79.1,22.7,6.3,36.6,13900,,,,,CC
TRA2,"Agri, Kars, Igdir, Ardahan",29948,1081530,19.081486,48.07902,7.515094,1.3406008,78.6,14.3,9.9,24.8,9800,,,,,CC
TRB1,"Malatya, Elazig, Bingöl, Tunceli",37339,1770999,14.167202,37.60143,10.752801,2.1965569,80,19.9,6.3,20.6,12900,,,,,CC
TRB2,"Van, Mus, Bitlis, Hakkari",44480,2157272,20.795616,51.31291,4.940314,0.8036539,78.6,12.7,15.2,33,8600,,,,,CC
TRC1,"Gaziantep, Adiyaman, Kilis",15734,2937139,20.02578,47.23083,6.456181,1.1664072,77.8,19.8,8.3,22.6,17400,,,,,CC
TRC2,"Sanliurfa, Diyarbakir",34511,3974990,24.30225,53.64788,4.595685,0.8769582,78.7,14.8,9.6,23.1,9100,,,,,CC
TRC3,"Mardin, Batman, Sirnak, Siirt",25833,2393781,22.140329,52.67817,4.912062,1.0658452,80.1,15,9.3,27.9,12200,,,,,CC
UKC1,Tees Valley and Durham,3027,1201543,11.613983,29.31206,19.85189,5.1523749,79.8,31.8,4.3,49,,,11.166171126527916,15.031384208787578,6.772381896266931,UK
UKC2,Northumberland and Tyne and Wear,5566,1455437,10.901399,28.80544,19.736066,5.2470839,79.9,36,4.1,36.3,,,6.557671577434424,15.792310456342076,13.29500538986705,UK
UKD1,Cumbria,6822,498083,10.075831,25.26667,24.293943,6.4675968,81.6,36.2,2.2,48.4,,,2.7851070067428907,4.529463500439753,10.348871298739374,UK
UKD3,Greater Manchester,1276,2822003,13.162814,31.92534,15.895164,4.0771395,80,41.2,3.1,35.8,,,31.426332288401255,3.369905956112853,18.338557993730408,UK
UKD4,Lancashire,3076,1495318,11.826849,29.69228,20.071048,5.2348731,79.9,37.9,2.6,48.7,,,10.825747724317296,7.574772431729519,8.907672301690507,UK
UKD6,Cheshire,2264,931347,11.25574,27.30497,21.461818,5.7653055,81.9,45.5,2.3,39.1,,,10.247349823321555,19.964664310954063,11.351590106007068,UK
UKD7,Merseyside,726,1553324,11.669877,29.59807,18.928182,5.135503,79.6,38.1,2.8,31.9,,,31.129476584022036,12.947658402203857,13.498622589531681,UK
